부문.본부,사업분야,현장코드,현장명,착공일(최종),준공일(최종),CM,공무,예산팀담당자,당사직원수(HR),전일,금일출역인원,PLAN계획,ACT실시,보할집계기준월,차수,실행구분,실행예산 리스트,상태,착공이후경과개월수,주소,공사개요
플랜트,플랜트,230350,Fadhili Gas Increment Program PKG2(사우디),2024-04-15,2027-09-15,전갑수 PD,구본근 공무,김형준  ,58,       0,       0,,,,2차,부분,"[2024.08.20] Project 진행에 따른 부분예산 (자재비, 공사비)",완료,5,사우디 Jubail 市로부터 약 80km 서쪽 Fadhili 유전,"1. 목적 : 기존 플랜트 (FGP I)의 용량 확장하는  Project 
2. 내용 : 당사가 수행하는  PKG 2는 Sulfur Recovery Unit의 기존 6개 unit와 동일한 Copy 형태의 3-Train 및 이에 필요한 부대설비를 신설함.
  "
건축.주택,주택,160420,광명12R구역주택재개발정비사업(경기),2024-09-01,2027-04-30,최철호 Pre-CM,조동원  ,,6,       0,       5,,,,차,-,, ,0, 경기도 광명시 철산3동 472-267번지 일원,"  - 건축규모 : 지하7층~지상29층(APT 19개동 총 2,097세대)

  - 주요시설 : 주민공동시설,근린생활시설,경로당,보육시설,도서관"
인프라,인프라,111210,영보일반산업단지(충남),2011-07-01,2024-12-31,김종찬 팀장,박종기  ,박정환  ,2,       0,       0,100,100,202408,12차,변경,[2019.04.12] 6차변경 확정분,완료,161,충청남도 보령시 오천면 영보리 산21-104,"산업단지조성 1,100천㎡ (33.6만평)
지장물 및 폐기물 철거 1식"
건축.주택,주택,210660,오포자이오브제(경기),2021-10-27,2024-08-29,권기동 CM,최영탁 공무,김재경  ,20,       0,       0,,,,6차,변경,[2023.12.01] 전체실행,완료,35,경기도 광주시 고산동 484-5번지 일원,"- 현장명 : 오포자이 오브제
- 위치 :  경기도 광주시 고산동 484-5번지 일원
- 규모 :
   1)  APT 10개동 (B5층 ~25층) 927세대, 지하주차장(B5층), 주차대수 1,305대(세대당 1.4대,근생6)
   2) 주요시설 : 주민공동시설, 근린생활시설, 부대시설 등"
건축.주택,주택,150260,산성구역재개발(경기),2024-05-27,2027-11-26,최영근 팀장,조성주 공무,,1,       0,       0,,,,차,-,, ,4,경기도 성남시 수정구 수정로342번길 15-10 일원,"지하5층-지상29층 APT 45개동,  지하주차장, 근린생활시설
3,487세대 (임대분양 421세대, 일반분양 1,216 세대, 조합원 1,850세대),

대지면적 : 119,965.10 m2 (36,89평)
건축 연면적 : 545,524.44 m2 (165,020.40평)

주차대수 : 아파트 4,604대,  근린생활시설 34대, 전체 4638대"
건축.주택,주택,210170,봉담자이프라이드시티(경기),2021-09-01,2024-08-31,최은호 CM,김형환 공무,이용빈  ,25,       0,       0,97,92.2,202406,9차,변경,[2023.12.20] 전체실행,완료,37,경기도 화성시 봉담읍 삼봉안길 20-22,"1.건물규모 : 지하4층~지상35층 (RC)
 - 아파트 11개동, 1,701세대 
 - 지하주차장 지하3층~지하1층
 - 주차대수 : 2,232대(1.3대/세대) 

2.부대복리시설
  - 근린생활시설, 부대복리시설(관리사무소,경로당,보육시설), 경비실"
그린,전력제어,180410,만덕~센텀도시고속화도로ITS(부산),2022-10-13,2024-11-28,김규진 CM,서용욱  ,조용석  ,3,       0,       0,2,2,202408,1차,전체실행,[2024.02.27] 전체 예산,완료,23,부산광역시 동래구,"1. 교통관리시스템 (FTMS)
  - 교통정보센터 시스템 구축
  - 도로전광표지 및 차량검지시스템
2. 요금징수시스템 (TCS)
  - 스마트 톨링 2차로용 : 2식 (센텀 IC)
  - 스마트 톨링 1차로용 : 2식 (중앙 IC)"
그린,환경,211240,제주환경자원순환센터소각시설위탁운영(제주),2021-12-01,2024-11-30,이학영  ,강선철  ,,5,       0,       0,,,,1차,전체실행,[2022.03.10] 상업운전 최초계약(3년) 전체예산,완료,34,제주시 구좌읍 조천우회로 982-72,소각시설 500톤(250톤×2기) 운영관리
건축.주택,주택,230480,인천신문아파트건설공사(인천),2023-07-14,2024-12-04,김동혁 CM,김민재 공무,김덕만  ,14,       0,       0,,,,차,-,, ,14,인천광역시 강화군 강화읍 신문리 596-1번지 일대,"■규모 : 지하 PIT층~지상 4층, 130세대, 아파트 3개동 및 부대복리시설
■공법 : 철골모듈러(Volumetric방식)
"
그린,환경,150630,성남시폐기물에너지화민간투자사업(BTO)(경기),2024-08-27,2027-11-26,김옥진 CM,이승철 공무,,14,       0,       0,,,,차,-,, ,1,경기도 성남시 중원구 둔촌대로 567," 사업규모 : 
 - 소각시설 500톤/일(250톤/일 x 2기)
 - 소각여열회수시설 "
건축.주택,건축,90331J,대치동자이갤러리운영,2023-10-01,2026-12-31,이상국 분양소장,이철희  ,,7,       0,       0,,,,차,-,, ,12, 서울시 강남구 대치동, 
건축.주택,건축,160350,LGD파주2블록부속동증축공사,2016-07-18,2024-12-31,박병준 CM,강성현 공무,황경업  ,2,       0,       0,100,96.2,202408,52차,변경,[2024.08.23] 제 34차 변경실행예산,완료,99,경기도 파주시 월롱면 엘지로 245 파주LCD산업단지," <공사개요>
1.대지위치: 경기도 파주시 월롱면 덕은리 LCD산업단지 內
2.공사규모: A3동 1F~3F (8,295 평), UT동 B1~3F (20,204평)
                     유독물저장소,저온창고,고압가스 저장소
                      G-Gate,GATE F, 36Lv. 이재물창고 外 (3434평)
3.연면적: 31,934평
4.공사기간: 2016.07~2024.12 (101개월)
5.건축주: LG Display
6.감리자: (주)창조건축"
플랜트,플랜트,90180N,Upgrade SRU Yanbu Refinery(Saudi),2023-07-26,2026-06-10,박주택 CM,전인배 공무,전영준  ,11,       0,       0,,,,2차,변경,[2024.08.21] 공사 내역 단순 변경(내역일치),완료,14," Yanbu Refinery Complex, Yanbu, Saudi Arabia","1) 사업배경
    a. MEWA1)의 강화된 환경 기준 준수 (50ppmv SO2 Emission)?
    b. Sulfur Recovery 효율 향상 : 기존 98~99%에서 99.95%까지? (Liquid Sulfur 내 H2S 10ppm 이내)?

2) 주요 역무
    a. 신규설비
       - Tail Gas Treatment Unit (2 Train)
       - Common Degassing System, Air Compressor 1기 등
    b. 기존설비 Modification & Demolition, Tie-ins 등"
건축.주택,주택,170320,대구송현주공3단지주택재건축(대구),2022-10-01,2025-06-30,박병직 Pre-CM,이수재  ,,1,       0,       0,,,,차,-,, ,24,대구광역시 달서구 상인동 797번지," -.아파트 : 11개동 1,498세대(지상12~29층)
 -.지하주차장 : 지하3층~지하1층
 -.주차대수 :  2,079대(세대당 1.37대) / 법정 1,561대
 -.부대복리시설(주민공동시설,어린이집,경로당,관리사무소,작은도서관등)
 -.근린생활시설 : 단지내 상가"
건축.주택,건축,90068N,Guangzhou P10A FAB,2017-07-01,2024-12-31,고경섭  ,이상원  ,황경업  ,0,       0,       0,100,100,202312,15차,변경,[2023.05.19] [2023.05.06] [2023.05.06]15차 실행내역,완료,88, 중국 광동성 광주시 광학성 개태대로 ,"1. 공 사  명 : 광동 LGD P10A  FAB (중국)
2. 규      모  : 236m * 300m  H=80.4m
                      CR 5개층 , MR 9개층
3. 구      조  : 철골철근콘크리트조  
4. 공 사 비  : 약 9,392억
5. 공사기간 : 2017.7.1 ~ 2024.12.31"
건축.주택,주택,200930,인천검단AA13-1블록공공주택사업(인천),2021-05-21,2027-08-31,정재현 CM,정형석  ,이용빈  ,0,       0,       0,78.9,90,202308,8차,전체실행,[2022.12.12] 전체실행,완료,40,인천광역시 서구 원당동 531번지,"지하2층 ~ 지상25층
APT 7개동
702세대
지분율: GS 40%, 동부 30%, 대보 30%
아파트면세율: 00.00%"
건축.주택,주택,220250,송도자이르네디오션(부산),2022-05-18,2025-03-17,손명근 책임,   ,,0,       0,       0,,,,1차,전체실행,[2023.06.15] 전체실행_원재료발주용,완료,28,부산광역시 서구 암남동 115-18,"아파트 4개동  지하6층 지상29층 227세대
근린생활시설"
건축.주택,주택,140780,북서울자이폴라리스(서울),2021-12-03,2024-08-30,최일섭 CM,오현승 공무,김민주  ,21,       0,       0,,,,5차,변경,[2023.12.11] 전체실행,완료,34,서울특별시 강북구 미아2동 791번지 일대,"-건축규모: 지하3층~지상22층, APT 15개동, 1,045세대
-주요시설:주민공동시설,경로당,어린이집,관리사무실,근린생활시설"
건축.주택,건축,230790,Indonesia HLI Green Power 2nd Battery Factory Project,2024-01-01,2025-12-31,변석희 CM,김기범  ,,3,       0,       0,,,,차,-,, ,9,"KNIC Blok C No.1, Kab, Karawang, Jawa Barat"," 배터리동 및 부속동(UT동, Cycler, Recycling, SRP/NMP, CESS, Fire Pump, 150kV S/S)"
건축.주택,주택,200130,의정부역스카이자이(경기),2020-09-01,2024-08-31,이환수 CM,최재영 공무,이용빈  ,12,       0,       0,99.2,99,202406,3차,전체실행,[2021.06.25] 전체실행,완료,49,경기도 의정부시 의정부동 238-10번지 외 9필지 ," 1. 건물규모 
  1) 공동주택 지하6층~지상47/49층, 2개동 / 주차대수 446대
  2) 근린생활시설 지하1층~지상3층 / 주차대수 64대

2. 평형 및 세대수
  1) 공동주택(393세대)
  - 65형 (25평) : 86세대
  - 76형 (30평) : 252세대
  - 84형 (33평) : 45세대
            계          : 393세대
  2) 근린생활시설
  - 지하1층~지상3층, 4,181M2 (1,266평)"
플랜트,플랜트,221080,리튬이온배터리재활용공장신축공사(경북),2022-02-25,2024-09-30,최준규 PD,민병인  ,전영준  ,0,       0,       0,,,,4차,변경,[2023.11.08] 1차 도급 변경에 따른 예산 변경,완료,31,경상북도 포항시 북구 흥해읍 용한리,"폐배터리 Powder (Black Powder)를 이용한 폐자원내    Li, Ni, Co 추출 및 회수
1. Black Powder Roasting System (High Temp. Kiln, Off Gas Treatment System)
2. 회수된 Li을 통한 탄산리튬으로 회수 (HPAL, Purification System, Li2CO3 제조/건조설비)
3. 회수된 Ni, Co를 통한 NiSO4?6H2O (황산니켈 수화물) 및 CoSO4 (황산코발트 용액)으로 회수 (H2SO4 Leaching System, Purification System, Solvent Extraction System, MVR+Crystallizer System for Ni)
4. 기타 (Tankage, Utility, Powder Handling System, WWT)"
